date,city,city_id,label,combination,amount,amount_text,hit_max_tl,is_hit,race_count,url
2025-08-03,Izmir,2,1. 6'LI GANYAN,4/4/5/3/8/7,128307.0,"128.307,00 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=03%2F08%2F2025&SehirAdi=Izmir
2025-08-04,Bursa,4,1. 6'LI GANYAN,"6/1,2/4/8/5,11/1",867.1,"867,10 ₺",1750.0,1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=04%2F08%2F2025&SehirAdi=Bursa
2025-08-04,Elazig,7,1. 6'LI GANYAN,"2,3/4/1/5/1/4",3885.12,"3.885,12 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=04%2F08%2F2025&SehirAdi=Elazig
2025-08-05,Ankara,5,1. 6'LI GANYAN,"8/5/4/2/1,7,10/3",2628.0,"2.628,00 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=05%2F08%2F2025&SehirAdi=Ankara
2025-08-05,Kocaeli,9,1. 6'LI GANYAN,5/2/9/3/5/4,71639.95,"71.639,95 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=05%2F08%2F2025&SehirAdi=Kocaeli
2025-08-06,Elazig,7,1. 6'LI GANYAN,9/3/10/2/8/12,4845.04,"4.845,04 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=06%2F08%2F2025&SehirAdi=Elazig
2025-08-06,Istanbul,3,1. 6'LI GANYAN,"1/2/4/3/3,8/3",18832.95,"18.832,95 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=06%2F08%2F2025&SehirAdi=Istanbul
2025-08-07,Ankara,5,1. 6'LI GANYAN,"1/5/3/8/5,6/4,6",6752.5,"6.752,50 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=07%2F08%2F2025&SehirAdi=Ankara
2025-08-07,Kocaeli,9,1. 6'LI GANYAN,7/2/3/5/5/4,4183.95,"4.183,95 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=07%2F08%2F2025&SehirAdi=Kocaeli
2025-08-08,Bursa,4,1. 6'LI GANYAN,8/1/4/3/8/6,11425.05,"11.425,05 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=08%2F08%2F2025&SehirAdi=Bursa
2025-08-08,Istanbul,3,1. 6'LI GANYAN,"4/1/3/3/1,3/2",15521.05,"15.521,05 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=08%2F08%2F2025&SehirAdi=Istanbul
2025-08-09,Ankara,5,1. 6'LI GANYAN,"4/1,3,4,5/1/2/7/3",4248.7,"4.248,70 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=09%2F08%2F2025&SehirAdi=Ankara
2025-08-09,Izmir,2,1. 6'LI GANYAN,"3,7/10/4/4/12/2",1500.7,"1.500,70 ₺",1750.0,1,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=09%2F08%2F2025&SehirAdi=Izmir
2025-08-10,Istanbul,3,1. 6'LI GANYAN,2/4/2/8/4/1,618875.45,"618.875,45 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=10%2F08%2F2025&SehirAdi=Istanbul
2025-08-10,Izmir,2,1. 6'LI GANYAN,"1/2/8/5,9/3/1",10273.95,"10.273,95 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=10%2F08%2F2025&SehirAdi=Izmir
2025-08-11,Bursa,4,1. 6'LI GANYAN,"3,7/4/1/4,11/1,4,12/1",3248.6,"3.248,60 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=11%2F08%2F2025&SehirAdi=Bursa
2025-08-11,Elazig,7,1. 6'LI GANYAN,10/3/7/9/12/9,1611068.84,"1.611.068,84 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=11%2F08%2F2025&SehirAdi=Elazig
2025-08-12,Ankara,5,1. 6'LI GANYAN,"2/9,13/1/6/10/2",12597.25,"12.597,25 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=12%2F08%2F2025&SehirAdi=Ankara
2025-08-13,Elazig,7,1. 6'LI GANYAN,10/2/6/4/7/1,147206.6,"147.206,60 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=13%2F08%2F2025&SehirAdi=Elazig
2025-08-13,Istanbul,3,1. 6'LI GANYAN,5/4/5/11/1/3,3942792.95,"3.942.792,95 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=13%2F08%2F2025&SehirAdi=Istanbul
2025-08-14,Ankara,5,1. 6'LI GANYAN,"4/5/2/8/2/3,8",64415.05,"64.415,05 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=14%2F08%2F2025&SehirAdi=Ankara
2025-08-14,Kocaeli,9,1. 6'LI GANYAN,6/2/1/4/2/4,13902.2,"13.902,20 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=14%2F08%2F2025&SehirAdi=Kocaeli
2025-08-15,Bursa,4,1. 6'LI GANYAN,1/8/2/4/4/1,2398.9,"2.398,90 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=15%2F08%2F2025&SehirAdi=Bursa
2025-08-15,Istanbul,3,1. 6'LI GANYAN,4/2/1/2/7/5,5174.9,"5.174,90 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=15%2F08%2F2025&SehirAdi=Istanbul
2025-08-16,Ankara,5,1. 6'LI GANYAN,"2,4/2/2/6/7/4",87114.15,"87.114,15 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=16%2F08%2F2025&SehirAdi=Ankara
2025-08-16,Izmir,2,1. 6'LI GANYAN,5/1/7/4/2/3,23253.9,"23.253,90 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=16%2F08%2F2025&SehirAdi=Izmir
2025-08-17,Istanbul,3,1. 6'LI GANYAN,5/1/5/2/2/9,4379.25,"4.379,25 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=17%2F08%2F2025&SehirAdi=Istanbul
2025-08-17,Izmir,2,1. 6'LI GANYAN,"3/4/2,3,5,7,8/6/14/1",3635.15,"3.635,15 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=17%2F08%2F2025&SehirAdi=Izmir
2025-08-18,Bursa,4,1. 6'LI GANYAN,1/7/4/3/3/7,2379.4,"2.379,40 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=18%2F08%2F2025&SehirAdi=Bursa
2025-08-18,Elazig,7,1. 6'LI GANYAN,"2/1,2,4/9/1,4/3/3",969.2,"969,20 ₺",1750.0,1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=18%2F08%2F2025&SehirAdi=Elazig
2025-08-19,Ankara,5,1. 6'LI GANYAN,"4/2/6/3/1,2,4,7/5",5811.45,"5.811,45 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=19%2F08%2F2025&SehirAdi=Ankara
2025-08-19,Kocaeli,9,1. 6'LI GANYAN,4/1/4/8/7/3,1417571.35,"1.417.571,35 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=19%2F08%2F2025&SehirAdi=Kocaeli
2025-08-20,Istanbul,3,1. 6'LI GANYAN,7/7/2/1/6/8,185396.8,"185.396,80 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=20%2F08%2F2025&SehirAdi=Istanbul
2025-08-21,Ankara,5,1. 6'LI GANYAN,"6/2,4/3/3/5/2",1967.1,"1.967,10 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=21%2F08%2F2025&SehirAdi=Ankara
2025-08-21,Kocaeli,9,1. 6'LI GANYAN,2/3/6/1/12/4,60676.6,"60.676,60 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=21%2F08%2F2025&SehirAdi=Kocaeli
2025-08-22,Bursa,4,1. 6'LI GANYAN,"2/3/1,5/7/9/7",1745.1,"1.745,10 ₺",1750.0,1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=22%2F08%2F2025&SehirAdi=Bursa
2025-08-22,Istanbul,3,1. 6'LI GANYAN,5/2/2/10/4/2,1172393.15,"1.172.393,15 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=22%2F08%2F2025&SehirAdi=Istanbul
2025-08-23,Ankara,5,1. 6'LI GANYAN,1/7/8/1/1/5,20334.75,"20.334,75 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=23%2F08%2F2025&SehirAdi=Ankara
2025-08-23,Izmir,2,1. 6'LI GANYAN,6/13/10/1/4/4,1323801.0,"1.323.801,00 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=23%2F08%2F2025&SehirAdi=Izmir
2025-08-24,Istanbul,3,1. 6'LI GANYAN,4/5/4/3/4/6,2800.1,"2.800,10 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=24%2F08%2F2025&SehirAdi=Istanbul
2025-08-24,Izmir,2,1. 6'LI GANYAN,"3,6,8,9/3,5/1/1,3,6,8/5/5",212.25,"212,25 ₺",1750.0,1,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=24%2F08%2F2025&SehirAdi=Izmir
2025-08-25,Bursa,4,1. 6'LI GANYAN,2/6/2/4/5/4,105881.5,"105.881,50 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=25%2F08%2F2025&SehirAdi=Bursa
2025-08-25,Elazig,7,1. 6'LI GANYAN,"8/11/4/2/6/5,9",58617.12,"58.617,12 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=25%2F08%2F2025&SehirAdi=Elazig
2025-08-26,Ankara,5,1. 6'LI GANYAN,4/3/1/1/8/14,127921.9,"127.921,90 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=26%2F08%2F2025&SehirAdi=Ankara
2025-08-26,Kocaeli,9,1. 6'LI GANYAN,2/1/2/4/7/6,25684.1,"25.684,10 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=26%2F08%2F2025&SehirAdi=Kocaeli
2025-08-27,Elazig,7,1. 6'LI GANYAN,"1/2,4,5,6/9/11/3/1",4615.72,"4.615,72 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=27%2F08%2F2025&SehirAdi=Elazig
2025-08-27,Istanbul,3,1. 6'LI GANYAN,7/3/1/6/2/3,30787.85,"30.787,85 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=27%2F08%2F2025&SehirAdi=Istanbul
2025-08-28,Ankara,5,1. 6'LI GANYAN,"4/2,4/2,4,5/2/1/3",514.75,"514,75 ₺",1750.0,1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=28%2F08%2F2025&SehirAdi=Ankara
2025-08-28,Kocaeli,9,1. 6'LI GANYAN,4/4/4/2/3/3,17010.45,"17.010,45 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=28%2F08%2F2025&SehirAdi=Kocaeli
2025-08-29,Bursa,4,1. 6'LI GANYAN,"8/9/1,3,6,11/1,4,5,7,8/9/12",355952.0,"355.952,00 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=29%2F08%2F2025&SehirAdi=Bursa
2025-08-29,Istanbul,3,1. 6'LI GANYAN,"1/5,6/6/6/7/6",17440.45,"17.440,45 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=29%2F08%2F2025&SehirAdi=Istanbul
2025-08-30,Ankara,5,1. 6'LI GANYAN,7/3/3/10/2/5,2541.85,"2.541,85 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=30%2F08%2F2025&SehirAdi=Ankara
2025-08-30,Izmir,2,1. 6'LI GANYAN,2/2/3/3/2/7,381936.05,"381.936,05 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=30%2F08%2F2025&SehirAdi=Izmir
2025-08-31,Adana,1,1. 6'LI GANYAN,11/4/7/4/5/1,2308869.2,"2.308.869,20 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=31%2F08%2F2025&SehirAdi=Adana
2025-08-31,Istanbul,3,1. 6'LI GANYAN,"1/11/3,4/9/2/5",1880567.0,"1.880.567,00 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=31%2F08%2F2025&SehirAdi=Istanbul
2025-09-01,Bursa,4,1. 6'LI GANYAN,3/6/2/10/3/4,84124.0,"84.124,00 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=01%2F09%2F2025&SehirAdi=Bursa
2025-09-01,Elazig,7,1. 6'LI GANYAN,"2,9/5/2/8/2/1",10999.24,"10.999,24 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=01%2F09%2F2025&SehirAdi=Elazig
2025-09-02,Ankara,5,1. 6'LI GANYAN,7/5/1/1/1/6,71960.45,"71.960,45 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=02%2F09%2F2025&SehirAdi=Ankara
2025-09-02,Kocaeli,9,1. 6'LI GANYAN,"3/4/6/1/2/4,5",23914.85,"23.914,85 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=02%2F09%2F2025&SehirAdi=Kocaeli
2025-09-03,Elazig,7,1. 6'LI GANYAN,"1/1/4/2/3,12/5,9",40730.16,"40.730,16 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=03%2F09%2F2025&SehirAdi=Elazig
2025-09-03,Istanbul,3,1. 6'LI GANYAN,"9,10/4/2/5/9/8",17944.25,"17.944,25 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=03%2F09%2F2025&SehirAdi=Istanbul
